name,address,lat,long
The White House,"1600 Pennsylvania Ave NW, Washington, DC",38.89869091865552,-77.03654395730786
The Andrew Young School of Policy Studies,"55 Park Place SE, Atlanta, GA 30303",33.75602307896031,-84.3876170724331
